Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,engagement_rate,viral
Post_1165,Instagram,#Fashion,Reel,Germany,2808211,93056,17427,27332,Low,4.9076,0
Post_1173,Instagram,#Education,Tweet,USA,3123278,298146,8587,1236,Low,9.8604,0
Post_1177,Instagram,#Fashion,Reel,Brazil,3599873,278305,77717,19512,Low,10.4319,0
Post_1180,Instagram,#Tech,Post,Germany,2836169,142049,19440,32540,High,6.8412,0
Post_1181,Instagram,#Fashion,Tweet,Australia,3207625,410976,85117,37271,Low,16.628,0
Post_1199,Instagram,#Education,Video,USA,4029746,268583,97064,12067,Low,9.3731,0
Post_1202,Instagram,#Fitness,Live Stream,UK,4184048,287717,88326,45451,Medium,10.0738,0
Post_1204,Instagram,#Education,Video,USA,1171718,339285,76401,22897,High,37.4308,0
Post_1209,Instagram,#Gaming,Tweet,India,3589308,407373,70852,20849,High,13.9045,0
Post_1211,Instagram,#Education,Reel,UK,2315963,306373,6915,33050,Medium,14.9544,0
Post_1213,Instagram,#Viral,Video,Canada,2950546,305105,99587,34102,Medium,14.8716,0
Post_1222,Instagram,#Education,Live Stream,Germany,1374292,468164,79559,11612,Low,40.6999,1
Post_1226,Instagram,#Tech,Reel,India,2904623,210629,93645,25652,High,11.3587,0
Post_1230,Instagram,#Music,Video,UK,436676,411915,89675,24765,Low,120.5367,1
Post_1231,Instagram,#Challenge,Tweet,Germany,1021135,442784,49480,32668,High,51.4067,1
Post_1233,Instagram,#Fitness,Reel,Canada,80333,106027,74544,43880,Low,279.4007,1
Post_1247,Instagram,#Education,Post,Canada,3188483,368317,49091,21981,Low,13.7805,0
Post_1254,Instagram,#Viral,Video,Brazil,3442475,429165,1181,16421,Medium,12.9781,0
Post_1261,Instagram,#Tech,Video,Germany,1368137,220395,47904,42984,Low,22.7523,0
Post_1262,Instagram,#Comedy,Shorts,Brazil,1753723,413003,90078,39688,High,30.9495,0
Post_1265,Instagram,#Dance,Tweet,Germany,2213124,480760,63167,20082,High,25.4847,0
Post_1272,Instagram,#Comedy,Tweet,Australia,2428341,178208,2717,10620,High,7.8879,0
Post_1273,Instagram,#Music,Reel,Australia,1934060,55050,41483,39848,Medium,7.0515,0
Post_1275,Instagram,#Challenge,Shorts,India,4618662,1774,38568,31300,Low,1.5511,0
Post_1278,Instagram,#Fashion,Post,India,136708,9741,60279,1977,Medium,52.6648,1
Post_1281,Instagram,#Challenge,Shorts,Canada,3373662,127818,52586,17121,Medium,5.8549,0
Post_1289,Instagram,#Gaming,Post,Brazil,946358,304294,25948,35055,Low,38.6003,0
Post_1293,Instagram,#Dance,Post,Canada,3105914,310842,86059,25445,Low,13.5981,0
Post_1298,Instagram,#Music,Live Stream,UK,643763,472554,57987,11509,High,84.2002,1
Post_1305,Instagram,#Challenge,Live Stream,UK,3171066,339557,4006,12554,Medium,11.2302,0
Post_1315,Instagram,#Education,Reel,Canada,330476,485696,2619,4585,Low,149.1485,1
Post_1319,Instagram,#Dance,Video,Brazil,1179104,355660,14269,32625,Medium,34.1407,0
Post_1321,Instagram,#Fashion,Live Stream,India,739337,157550,81164,9915,Medium,33.6286,0
Post_1324,Instagram,#Challenge,Post,Brazil,449348,35182,4716,18161,High,12.9207,0
Post_1327,Instagram,#Fashion,Tweet,Brazil,4007152,432650,96770,7738,Medium,13.405,0
Post_1329,Instagram,#Viral,Reel,Canada,4223266,5635,13422,13879,Low,0.7799,0
Post_1337,Instagram,#Education,Live Stream,Germany,2277825,468829,14948,24904,Low,22.3319,0
Post_1341,Instagram,#Viral,Reel,Japan,2449412,260270,93639,48015,Medium,16.409,0
Post_1342,Instagram,#Fashion,Video,Germany,3525460,12794,64359,44733,Low,3.4573,0
Post_1344,Instagram,#Fashion,Reel,Australia,2884482,205837,18884,34478,High,8.986,0
Post_1355,Instagram,#Comedy,Live Stream,India,4880933,424044,36411,15765,Low,9.7567,0
Post_1357,Instagram,#Viral,Live Stream,Germany,1591371,457773,5808,24319,High,30.6591,0
Post_1359,Instagram,#Music,Shorts,Germany,4747943,215327,30817,27401,High,5.7613,0
Post_1371,Instagram,#Challenge,Tweet,Australia,1180989,109429,18098,33218,Medium,13.611,0
Post_1373,Instagram,#Comedy,Reel,India,2744810,30544,94790,20833,Medium,5.3252,0
Post_1376,Instagram,#Fashion,Live Stream,Germany,323411,56058,33031,39409,High,39.7321,1
Post_1379,Instagram,#Education,Reel,India,3262393,454181,90442,5100,Low,16.8503,0
Post_1384,Instagram,#Gaming,Tweet,Brazil,3717231,417599,10888,30642,Low,12.3514,0
Post_1400,Instagram,#Comedy,Live Stream,Australia,23823,40878,92816,32364,Medium,697.0491,1
Post_1405,Instagram,#Music,Post,UK,1749951,204875,35997,12109,Low,14.4565,0
Post_1408,Instagram,#Gaming,Post,UK,4096709,436110,99307,43672,Medium,14.1355,0
Post_1410,Instagram,#Fashion,Tweet,UK,183630,124969,28636,6719,Low,87.3082,1
Post_1411,Instagram,#Fitness,Shorts,Canada,1270114,443977,12624,5006,Medium,36.3437,0
Post_1414,Instagram,#Dance,Tweet,USA,1253544,142240,4875,24089,Medium,13.6576,0
Post_1415,Instagram,#Music,Video,Japan,1581916,469936,5231,20186,Low,31.3135,0
Post_1417,Instagram,#Fitness,Live Stream,USA,1760362,304604,96372,32740,High,24.6379,0
Post_1418,Instagram,#Education,Video,Australia,2065185,429022,80506,34002,Medium,26.3187,0
Post_1420,Instagram,#Viral,Post,India,1834220,276597,79599,22457,Low,20.6438,0
Post_1424,Instagram,#Music,Tweet,Germany,1401937,135014,42756,42886,High,15.7394,0
Post_1430,Instagram,#Viral,Live Stream,UK,538315,258979,34138,31038,Medium,60.2166,1
Post_1437,Instagram,#Music,Live Stream,Japan,2243545,436598,7615,11674,Medium,20.3199,0
Post_1438,Instagram,#Education,Reel,Canada,1786017,418903,61845,42763,Medium,29.3116,0
Post_1449,Instagram,#Comedy,Post,Japan,4059730,479772,15896,35015,Medium,13.0719,0
Post_1455,Instagram,#Challenge,Video,Germany,3262707,322516,95255,21585,High,13.466,0
Post_1456,Instagram,#Music,Post,Canada,3707557,238257,87810,32469,Medium,9.6704,0
Post_1462,Instagram,#Dance,Video,UK,712815,321009,10779,9754,Low,47.9145,1
Post_1464,Instagram,#Education,Tweet,Japan,322957,396843,98493,11487,Low,156.932,1
Post_1467,Instagram,#Fitness,Shorts,Canada,2249841,97823,18276,5221,High,5.3924,0
Post_1468,Instagram,#Dance,Shorts,Australia,1684281,409446,92094,7598,High,30.2288,0
Post_1475,Instagram,#Challenge,Post,Germany,990310,94516,53191,6975,Medium,15.6196,0
Post_1478,Instagram,#Viral,Shorts,India,4459322,130429,41640,43576,High,4.8358,0
Post_1479,Instagram,#Comedy,Post,Brazil,4856239,463589,77615,15106,Medium,11.4556,0
Post_1485,Instagram,#Comedy,Post,Germany,671118,362241,15395,711,High,56.3756,1
Post_1493,Instagram,#Comedy,Tweet,Germany,4751448,53228,671,10009,High,1.345,0
Post_1495,Instagram,#Challenge,Live Stream,Australia,4727831,399257,28383,10368,Low,9.2645,0
Post_1497,Instagram,#Challenge,Post,Germany,735519,381334,90166,35476,Medium,68.9277,1
Post_1502,Instagram,#Comedy,Video,Canada,3239663,288436,94297,5399,High,11.9806,0
Post_1505,Instagram,#Gaming,Reel,USA,4631785,399114,43028,19189,High,9.9601,0
Post_1506,Instagram,#Education,Tweet,Canada,3923269,38803,3269,25920,High,1.733,0
Post_1507,Instagram,#Comedy,Tweet,Germany,1684045,237632,16203,33795,Low,17.0797,0
Post_1514,Instagram,#Gaming,Post,Canada,18259,325660,50504,27761,Low,2212.1967,1
Post_1518,Instagram,#Tech,Shorts,Brazil,2804201,214403,58405,45421,High,11.3483,0
Post_1521,Instagram,#Gaming,Shorts,India,3433826,11737,47228,22379,Medium,2.3689,0
Post_1522,Instagram,#Challenge,Live Stream,USA,807398,175697,86610,31176,Low,36.3492,0
Post_1529,Instagram,#Tech,Shorts,India,4854421,486650,86108,46638,Medium,12.7594,0
Post_1534,Instagram,#Gaming,Video,Germany,2048086,191738,99853,42598,Low,16.3171,0
Post_1537,Instagram,#Gaming,Reel,USA,991012,355863,94626,26180,High,48.0992,1
Post_1540,Instagram,#Fitness,Reel,USA,1913736,54523,2152,11464,High,3.5605,0
Post_1541,Instagram,#Comedy,Live Stream,Japan,4323,301571,81786,30318,Low,9569.1649,1
Post_1547,Instagram,#Comedy,Shorts,USA,1664101,117775,50763,42936,High,12.708,0
Post_1564,Instagram,#Tech,Reel,UK,3642505,472553,83616,25351,Low,15.9648,0
Post_1567,Instagram,#Challenge,Reel,Australia,797275,354616,31544,29280,High,52.1075,1
Post_1568,Instagram,#Tech,Reel,Canada,1146819,153532,13633,27160,Medium,16.9447,0
Post_1572,Instagram,#Fitness,Reel,India,4956932,128560,68871,43838,Medium,4.8673,0
Post_1574,Instagram,#Viral,Video,UK,1131722,340105,73373,11857,Medium,37.583,0
Post_1582,Instagram,#Comedy,Tweet,UK,2851192,57367,19782,37567,Low,4.0234,0
Post_1588,Instagram,#Viral,Live Stream,Japan,3830274,264013,37812,25236,Low,8.5388,0
Post_1589,Instagram,#Fitness,Post,Japan,4277170,471076,43675,21460,Medium,12.5366,0
Post_1590,Instagram,#Music,Reel,Australia,1586403,28598,85817,46074,Medium,10.1165,0
Post_1595,Instagram,#Music,Post,UK,2150898,109954,6366,25896,Low,6.6119,0
Post_1600,Instagram,#Music,Shorts,Germany,3985221,262934,82583,19181,Medium,9.1513,0
Post_1605,Instagram,#Fitness,Tweet,Australia,2316764,98083,89325,34220,Low,9.5663,0
Post_1606,Instagram,#Fitness,Video,Australia,2463746,310242,10086,38862,High,14.579,0
Post_1608,Instagram,#Fitness,Reel,Australia,3418348,292153,51497,30601,Low,10.9483,0
Post_1609,Instagram,#Fitness,Post,Brazil,1057426,357002,30426,49349,Low,41.3057,1
Post_1610,Instagram,#Dance,Live Stream,Canada,685984,84562,38364,24145,High,21.4394,0
Post_1612,Instagram,#Education,Live Stream,Brazil,2341476,187857,88914,17369,High,12.5622,0
Post_1613,Instagram,#Education,Shorts,USA,4473721,373738,40435,43313,Medium,10.2261,0
Post_1615,Instagram,#Viral,Post,Germany,155818,50777,5658,26194,Medium,53.0292,1
Post_1617,Instagram,#Fitness,Shorts,India,1876999,457119,16393,27762,Medium,26.7061,0
Post_1618,Instagram,#Education,Shorts,UK,55629,280770,79724,33789,Medium,708.7724,1
Post_1625,Instagram,#Tech,Video,Brazil,4003118,146736,23416,41111,Medium,5.2775,0
Post_1646,Instagram,#Fashion,Post,Australia,2149093,4283,97823,25162,Medium,5.9219,0
Post_1656,Instagram,#Fitness,Tweet,USA,4141357,340428,36529,4526,High,9.2115,0
Post_1658,Instagram,#Fitness,Video,Japan,1577124,190567,91953,34496,Low,20.1009,0
Post_1670,Instagram,#Challenge,Video,India,1087661,285688,15615,4887,Medium,28.1512,0
Post_1672,Instagram,#Challenge,Live Stream,Germany,3925001,142073,88617,35526,Low,6.7826,0
Post_1674,Instagram,#Fashion,Tweet,USA,4330176,205339,6335,41452,Low,5.8456,0
Post_1676,Instagram,#Education,Reel,Brazil,4975345,155558,52987,25353,Medium,4.7011,0
Post_1677,Instagram,#Fitness,Post,Brazil,3675490,253771,62578,7498,Low,8.811,0
Post_1682,Instagram,#Education,Tweet,Japan,1582423,386088,53051,35424,Low,29.9896,0
Post_1690,Instagram,#Music,Reel,USA,3237142,326165,92290,9091,High,13.2075,0
Post_1692,Instagram,#Comedy,Tweet,Germany,1586264,161483,51284,11309,Low,14.126,0
Post_1705,Instagram,#Viral,Live Stream,Germany,3470216,158438,3224,37495,Low,5.739,0
Post_1707,Instagram,#Gaming,Shorts,India,4510453,78761,81693,35386,High,4.3419,0
Post_1712,Instagram,#Education,Live Stream,Canada,4431420,316236,20710,28465,High,8.2459,0
Post_1716,Instagram,#Challenge,Live Stream,Canada,4986208,327244,16672,27570,Medium,7.4503,0
Post_1722,Instagram,#Challenge,Tweet,Brazil,973433,191321,5664,41928,Medium,24.5433,0
Post_1725,Instagram,#Gaming,Shorts,India,4798066,375356,7649,17000,Low,8.3368,0
Post_1726,Instagram,#Music,Reel,Germany,141212,41508,96422,16803,High,109.575,1
Post_1727,Instagram,#Music,Video,Australia,4432570,202923,40150,18413,Medium,5.8992,0
Post_1729,Instagram,#Gaming,Video,Germany,2717115,79019,55167,42735,Medium,6.5114,0
Post_1733,Instagram,#Challenge,Video,Australia,4039664,215178,17518,34782,Medium,6.6213,0
Post_1738,Instagram,#Dance,Tweet,USA,2536643,205972,96758,48582,Low,13.8495,0
Post_1744,Instagram,#Comedy,Shorts,Brazil,336698,348443,1797,2675,Medium,104.8165,1
Post_1754,Instagram,#Challenge,Video,USA,1984433,210428,28342,5355,Medium,12.302,0
Post_1766,Instagram,#Challenge,Live Stream,Germany,1876071,259700,34498,9001,High,16.1614,0
Post_1769,Instagram,#Challenge,Tweet,Germany,3656215,348583,16646,48049,High,11.3034,0
Post_1772,Instagram,#Music,Shorts,USA,1750615,413287,91905,18325,Low,29.9047,0
Post_1776,Instagram,#Gaming,Reel,Germany,898361,447804,83016,38408,Low,63.3629,1
Post_1778,Instagram,#Fashion,Post,Canada,194757,207872,13510,3589,Medium,115.5137,1
Post_1779,Instagram,#Fashion,Tweet,Germany,438881,24059,8038,11310,High,9.8904,0
Post_1787,Instagram,#Viral,Reel,India,2763725,53379,35169,6483,Medium,3.4385,0
Post_1789,Instagram,#Challenge,Reel,India,3429630,163927,73040,10283,Medium,7.2092,0
Post_1791,Instagram,#Fitness,Reel,USA,168561,82166,65838,18714,High,98.9066,1
Post_1792,Instagram,#Tech,Tweet,Japan,3070332,34145,25996,24504,Medium,2.7569,0
Post_1797,Instagram,#Education,Shorts,Brazil,3198439,108162,26927,16486,High,4.739,0
Post_1798,Instagram,#Gaming,Live Stream,Japan,1144375,451097,98397,2912,Low,48.2714,1
Post_1804,Instagram,#Viral,Reel,India,3814814,395537,75050,32906,High,13.1984,0
Post_1808,Instagram,#Education,Post,Japan,337040,430802,63240,5638,Low,148.2554,1
Post_1813,Instagram,#Comedy,Post,UK,1201764,142790,37404,42934,Medium,18.5667,0
Post_1818,Instagram,#Music,Live Stream,Australia,4638513,226807,91716,9225,Low,7.0658,0
Post_1822,Instagram,#Fitness,Post,UK,3927149,204604,48798,45548,High,7.6124,0
Post_1823,Instagram,#Comedy,Shorts,Canada,1377720,464859,14355,4959,Medium,35.1431,0
Post_1827,Instagram,#Fitness,Post,Japan,1598314,404896,69137,28060,Medium,31.4139,0
Post_1828,Instagram,#Fitness,Video,India,784996,495718,72882,33474,Low,76.6977,1
Post_1831,Instagram,#Challenge,Video,USA,3888420,106266,41933,5458,Low,3.9517,0
Post_1842,Instagram,#Music,Reel,India,4997766,113205,99750,26950,Low,4.8002,0
Post_1843,Instagram,#Dance,Live Stream,Canada,1715056,386316,69991,15257,High,27.4955,0
Post_1859,Instagram,#Dance,Live Stream,Brazil,3358828,121374,48219,25068,High,5.7955,0
Post_1861,Instagram,#Fitness,Live Stream,Canada,4515285,443710,6736,11422,High,10.229,0
Post_1863,Instagram,#Viral,Reel,Australia,2206289,230130,40936,3040,Low,12.4238,0
Post_1872,Instagram,#Tech,Shorts,India,301575,492868,95534,42034,High,209.0478,1
Post_1874,Instagram,#Comedy,Tweet,Canada,4918275,335200,77799,37203,High,9.1537,0
Post_1876,Instagram,#Music,Post,Canada,4914449,262719,19486,33696,Low,6.428,0
Post_1879,Instagram,#Fashion,Tweet,Australia,1268878,234893,38551,46517,Medium,25.2161,0
Post_1886,Instagram,#Challenge,Reel,Canada,849631,341563,84777,14097,High,51.8386,1
Post_1893,Instagram,#Gaming,Live Stream,Brazil,503394,495368,92691,9122,Low,118.6309,1
Post_1894,Instagram,#Dance,Video,USA,1160169,74584,94280,40793,High,18.0712,0
Post_1896,Instagram,#Comedy,Shorts,Germany,3926645,474611,34435,33268,High,13.8111,0
Post_1904,Instagram,#Tech,Post,Japan,661248,168503,49139,22125,Medium,36.2598,0
Post_1919,Instagram,#Viral,Reel,Germany,3332344,128008,89553,23522,Medium,7.2346,0
Post_1923,Instagram,#Gaming,Tweet,Brazil,4477668,192983,89916,41367,High,7.2418,0
Post_1929,Instagram,#Viral,Video,Germany,1007595,473430,80078,49619,High,59.8581,1
Post_1938,Instagram,#Tech,Tweet,India,1381662,487591,42788,34702,High,40.8986,1
Post_1939,Instagram,#Gaming,Shorts,India,4461646,53583,54657,15128,Medium,2.7651,0
Post_1940,Instagram,#Education,Video,Japan,1799797,411374,9924,10776,High,24.0068,0
Post_1941,Instagram,#Music,Live Stream,India,4781276,315498,49235,27630,Low,8.2062,0
Post_1944,Instagram,#Music,Video,Canada,4979028,496075,14684,23034,High,10.7208,0
Post_1945,Instagram,#Dance,Shorts,Canada,2260054,333540,87685,15277,Medium,19.3138,0
Post_1955,Instagram,#Gaming,Shorts,Australia,665714,301322,55816,38455,High,59.4239,1
Post_1958,Instagram,#Tech,Shorts,India,875186,131418,55237,25538,High,24.2455,0
Post_1963,Instagram,#Comedy,Reel,Canada,191209,33804,49670,39284,High,64.201,1
Post_1968,Instagram,#Tech,Reel,Germany,1899136,434017,45642,47397,Low,27.7524,0
Post_1974,Instagram,#Dance,Live Stream,Canada,73305,71221,51250,7922,Medium,177.8774,1
Post_1977,Instagram,#Education,Reel,Germany,3727268,498148,22306,37966,Low,14.982,0
Post_1980,Instagram,#Dance,Live Stream,UK,4385009,261366,12234,22595,Medium,6.7547,0
Post_1983,Instagram,#Education,Post,USA,3919221,497249,2694,27576,Medium,13.4598,0
Post_1990,Instagram,#Education,Reel,Australia,3076229,447588,97652,34103,Medium,18.8329,0
Post_1993,Instagram,#Dance,Live Stream,USA,746440,448758,50483,27487,Low,70.5654,1
Post_1994,Instagram,#Education,Tweet,Australia,3223735,484066,88547,2582,Medium,17.8425,0
Post_2000,Instagram,#Tech,Video,USA,3921281,438744,24576,42634,Low,12.9028,0
Post_2006,Instagram,#Education,Reel,Australia,402877,176794,55741,16724,Medium,61.8698,1
Post_2007,Instagram,#Music,Shorts,Germany,3428385,275405,86829,48383,High,11.977,0
Post_2008,Instagram,#Fitness,Reel,USA,4857009,234614,71215,2428,High,6.3466,0
Post_2012,Instagram,#Dance,Shorts,Brazil,4866077,171830,79859,40217,Low,5.9988,0
Post_2025,Instagram,#Dance,Video,Brazil,693717,257532,54285,10651,Medium,46.4841,1
Post_2031,Instagram,#Music,Reel,Japan,412999,290694,82634,19326,Low,95.0738,1
Post_2033,Instagram,#Comedy,Tweet,Australia,1163746,382193,79589,38016,High,42.9473,1
Post_2034,Instagram,#Viral,Reel,Australia,2015897,214072,93955,9393,High,15.7458,0
Post_2039,Instagram,#Music,Post,Brazil,2739421,200623,11202,32797,Low,8.9297,0
Post_2042,Instagram,#Challenge,Reel,Australia,453984,374672,81490,46887,High,110.8076,1
Post_2044,Instagram,#Gaming,Tweet,Australia,3646115,392151,88887,3518,High,13.2897,0
Post_2047,Instagram,#Music,Live Stream,Australia,1973499,230125,44232,36873,High,15.7705,0
Post_2053,Instagram,#Tech,Shorts,Brazil,1044357,263951,69315,12306,Medium,33.0895,0
Post_2054,Instagram,#Challenge,Reel,India,2889449,114404,51912,46965,Medium,7.3814,0
Post_2055,Instagram,#Fashion,Reel,Japan,2524434,362737,16212,26880,Medium,16.076,0
Post_2056,Instagram,#Comedy,Post,Germany,2347498,130260,17988,37680,Low,7.9203,0
Post_2070,Instagram,#Tech,Reel,Germany,3658771,290514,58998,36045,High,10.5379,0
Post_2075,Instagram,#Fashion,Shorts,Australia,293601,338084,69736,30711,Medium,149.3629,1
Post_2077,Instagram,#Education,Reel,Japan,453975,48308,60971,38116,Medium,32.4676,0
Post_2078,Instagram,#Fitness,Post,India,356764,263855,20640,43357,Low,91.896,1
Post_2080,Instagram,#Tech,Video,Australia,4203091,443042,43058,13463,Medium,11.8856,0
Post_2082,Instagram,#Fitness,Shorts,USA,1396437,367349,24578,35760,Medium,30.627,0
Post_2085,Instagram,#Tech,Post,Germany,142695,223095,15542,11469,Medium,175.2731,1
Post_2090,Instagram,#Viral,Reel,India,1737131,359589,16428,25826,Low,23.1326,0
Post_2093,Instagram,#Gaming,Tweet,USA,2430472,83691,70843,41634,Medium,8.0712,0
Post_2094,Instagram,#Fashion,Shorts,USA,3010836,422269,58452,4866,High,16.128,0
Post_2095,Instagram,#Fitness,Reel,Brazil,448051,256526,88555,9475,Medium,79.133,1
Post_2100,Instagram,#Challenge,Reel,UK,2292806,162800,30173,43887,Medium,10.3306,0
Post_2109,Instagram,#Challenge,Video,India,3886364,247013,99313,15416,High,9.308,0
Post_2114,Instagram,#Challenge,Shorts,India,3692069,182095,72323,13292,Medium,7.2509,0
Post_2118,Instagram,#Tech,Post,USA,2800983,294183,6110,21898,Low,11.5028,0
Post_2122,Instagram,#Fashion,Reel,UK,2975538,428206,273,5526,Low,14.5858,0
Post_2123,Instagram,#Gaming,Shorts,India,1518636,419030,5094,14494,Medium,28.8824,0
Post_2125,Instagram,#Viral,Live Stream,USA,812313,84212,67698,12732,Medium,20.2683,0
Post_2134,Instagram,#Comedy,Shorts,Brazil,3685642,89680,72848,26621,Low,5.1321,0
Post_2137,Instagram,#Gaming,Reel,Australia,3894059,344593,93343,21314,Medium,11.7936,0
Post_2140,Instagram,#Music,Reel,Brazil,2854637,188755,50133,48809,Low,10.0782,0
Post_2141,Instagram,#Music,Video,Germany,1155651,50816,83762,21207,High,13.4803,0
Post_2144,Instagram,#Fashion,Video,USA,4429431,5153,43971,14991,Low,1.4475,0
Post_2149,Instagram,#Gaming,Tweet,Australia,1187542,417824,3004,33799,Low,38.283,0
Post_2158,Instagram,#Viral,Video,Japan,3011767,223622,99894,9453,High,11.0556,0
Post_2164,Instagram,#Gaming,Tweet,India,628363,74367,94257,13383,High,28.9653,0
Post_2172,Instagram,#Viral,Video,India,933951,188820,89181,2551,High,30.0393,0
Post_2178,Instagram,#Fashion,Live Stream,UK,2658996,329969,61578,12445,High,15.1934,0
Post_2180,Instagram,#Viral,Tweet,Canada,4004581,192354,3305,2480,Low,4.9478,0
Post_2182,Instagram,#Music,Live Stream,Canada,3148704,463587,9057,13811,Medium,15.4494,0
Post_2191,Instagram,#Comedy,Live Stream,Canada,3712830,135258,87420,47950,High,7.289,0
Post_2195,Instagram,#Fitness,Post,Germany,1615734,285555,68383,31687,Low,23.8669,0
Post_2200,Instagram,#Challenge,Live Stream,Germany,3995291,237537,75689,38151,Medium,8.7948,0
Post_2203,Instagram,#Fitness,Post,Germany,4913452,306350,2985,44655,Low,7.2045,0
Post_2214,Instagram,#Challenge,Post,Brazil,261001,277498,57943,20924,Low,136.5378,1
Post_2215,Instagram,#Fashion,Video,UK,1136022,158575,56196,15648,High,20.283,0
Post_2218,Instagram,#Comedy,Video,Australia,213956,293513,50197,22937,Low,171.3656,1
Post_2220,Instagram,#Viral,Video,India,517316,364221,48454,32308,High,86.0176,1
Post_2221,Instagram,#Fitness,Tweet,Brazil,2776258,317373,95587,17971,High,15.522,0
Post_2222,Instagram,#Music,Video,Brazil,3603843,331779,44762,42966,Medium,11.6405,0
Post_2225,Instagram,#Gaming,Live Stream,USA,3087010,167365,34302,37657,High,7.7526,0
Post_2227,Instagram,#Education,Video,Canada,646803,49231,73332,4583,High,19.6576,0
Post_2235,Instagram,#Comedy,Shorts,Germany,182764,157348,86537,11664,Low,139.8246,1
Post_2259,Instagram,#Fitness,Post,UK,3336371,199406,96109,1573,Low,8.9045,0
Post_2262,Instagram,#Music,Post,USA,3785489,39486,15742,31425,Low,2.2891,0
Post_2265,Instagram,#Education,Live Stream,Canada,4306085,274903,59924,38017,High,8.6585,0
Post_2273,Instagram,#Dance,Post,India,2610314,497448,37488,3751,High,20.6369,0
Post_2280,Instagram,#Music,Shorts,Japan,2719250,9766,64708,4376,High,2.8997,0
Post_2281,Instagram,#Dance,Post,Canada,4021492,455615,5258,11806,Medium,11.7538,0
Post_2288,Instagram,#Fitness,Video,Australia,2986160,146980,99759,23072,Medium,9.0354,0
Post_2299,Instagram,#Comedy,Post,Australia,3467552,147696,27597,48344,Medium,6.4494,0
Post_2300,Instagram,#Comedy,Live Stream,India,1557711,232504,92705,26887,Medium,22.6034,0
Post_2301,Instagram,#Comedy,Video,Australia,1703779,308045,85908,45368,High,25.7851,0
Post_2302,Instagram,#Challenge,Tweet,India,2069092,440513,93023,27202,Low,27.1007,0
Post_2311,Instagram,#Gaming,Shorts,Canada,1085496,253431,33825,31215,Low,29.3388,0
Post_2320,Instagram,#Challenge,Reel,Canada,3082916,70195,7912,15188,Medium,3.0262,0
Post_2321,Instagram,#Fashion,Reel,Japan,1946599,162862,98819,40097,High,15.5028,0
Post_2326,Instagram,#Challenge,Reel,Australia,829327,240625,50607,2433,High,35.41,0
Post_2327,Instagram,#Education,Video,Japan,3940342,210349,63035,33406,Low,7.7859,0
Post_2331,Instagram,#Viral,Shorts,Canada,4465663,253096,56168,30810,Low,7.6153,0
Post_2332,Instagram,#Comedy,Reel,Brazil,3605145,490924,80578,11164,Medium,16.1621,0
Post_2333,Instagram,#Fitness,Reel,Germany,2244659,464647,72133,21371,Medium,24.8657,0
Post_2339,Instagram,#Tech,Post,USA,4739340,30609,72269,38645,High,2.9861,0
Post_2345,Instagram,#Challenge,Video,Canada,358197,302752,72799,21197,Medium,110.7625,1
Post_2354,Instagram,#Education,Shorts,Australia,155519,315644,87191,4007,Low,261.6028,1
Post_2355,Instagram,#Music,Reel,Canada,434344,82529,16899,35321,High,31.0236,0
Post_2359,Instagram,#Dance,Post,Japan,1567332,378583,88750,33441,Low,31.9507,0
Post_2364,Instagram,#Dance,Reel,Canada,3265277,458051,29284,27213,High,15.7582,0
Post_2365,Instagram,#Fitness,Video,USA,2468546,184286,40314,40022,Medium,10.7198,0
Post_2369,Instagram,#Viral,Video,Japan,4530657,343884,23584,33459,Low,8.8492,0
Post_2373,Instagram,#Viral,Reel,UK,2674421,365369,78273,45815,High,18.3014,0
Post_2383,Instagram,#Challenge,Tweet,Japan,4848430,366691,47997,35753,Low,9.2905,0
Post_2389,Instagram,#Music,Reel,Canada,203200,218590,72764,34315,Low,160.2702,1
Post_2395,Instagram,#Challenge,Tweet,USA,3171786,50849,1646,20221,Medium,2.2926,0
Post_2397,Instagram,#Dance,Video,Australia,103897,39137,23566,43482,High,102.2022,1
Post_2398,Instagram,#Comedy,Reel,India,267595,196017,71829,28958,Medium,110.9154,1
Post_2400,Instagram,#Music,Tweet,Australia,1032172,63781,81612,41902,High,18.1457,0
Post_2422,Instagram,#Fashion,Video,Germany,4244091,247707,91134,21078,Low,8.4805,0
Post_2424,Instagram,#Dance,Shorts,Germany,670647,304751,19252,4825,Medium,49.0315,1
Post_2426,Instagram,#Tech,Tweet,Germany,3681863,228168,9128,32280,Medium,7.3217,0
Post_2427,Instagram,#Tech,Live Stream,India,4466621,479028,75159,13063,Low,12.6998,0
Post_2431,Instagram,#Fitness,Tweet,Japan,2168159,445889,80260,44121,High,26.302,0
Post_2432,Instagram,#Comedy,Post,UK,4930465,145318,39080,9349,High,3.9296,0
Post_2452,Instagram,#Gaming,Shorts,UK,4356392,411938,75228,24469,Low,11.7445,0
Post_2458,Instagram,#Gaming,Tweet,Canada,2361266,184502,87669,13578,Medium,12.1015,0
Post_2460,Instagram,#Dance,Tweet,UK,3526448,51600,83324,34949,High,4.8171,0
Post_2462,Instagram,#Fashion,Live Stream,India,3003531,381398,70031,25141,Low,15.867,0
Post_2473,Instagram,#Dance,Live Stream,Germany,2349428,91877,14035,48890,High,6.5889,0
Post_2474,Instagram,#Music,Post,Canada,3495833,247723,73354,24761,High,9.8929,0
